test_type,pde,hard_rank,split,source_sample_id,historical_sample_index,subset_index,historical_rel_l2_a,historical_rel_l2_u,historical_pde_residual_norm,historical_run_dir,historical_zeta_obs_u,historical_zeta_pde,source_data_path,subset_path
id,poisson,11,tune,785,5,5,0.7115698456764221,0.2054234743118286,0.05360608547925949,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-115918,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_id.mat
id,poisson,12,holdout,757,17,5,0.7053734660148621,0.19339153170585632,0.04480218514800072,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-115739,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_id.mat
id,poisson,13,tune,424,4,6,0.6959093809127808,0.2798711359500885,0.03213466331362724,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-114431,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_id.mat
id,poisson,14,holdout,957,17,6,0.6870183348655701,0.1807854026556015,0.04670848324894905,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-120549,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_id.mat
id,poisson,15,tune,778,18,7,0.6857612133026123,0.23370912671089172,0.030169658362865448,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-115829,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_id.mat
id,poisson,16,holdout,273,13,7,0.6849550008773804,0.1620347648859024,0.038981955498456955,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-113751,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_id.mat
id,poisson,17,tune,321,1,8,0.6825745701789856,0.17323915660381317,0.03336995467543602,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-114022,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_id.mat
id,poisson,18,holdout,344,4,8,0.6763829588890076,0.1716398000717163,0.031233049929142,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-114112,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_id.mat
id,poisson,19,tune,215,15,9,0.6751621961593628,0.20640647411346436,0.04134465008974075,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-113523,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_id.mat
id,poisson,20,holdout,655,15,9,0.669774055480957,0.13151636719703674,0.0428549200296402,outputs/MAIN1000_100_TEST_id/poisson/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-115334,360000000.0,0.3,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_id.mat
id,helmholtz,1,tune,672,12,0,0.8514360785484314,0.25128138065338135,0.055834945291280746,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-133153,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,2,holdout,588,8,0,0.8229895234107971,0.15270166099071503,0.06181767210364342,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-132736,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,3,tune,726,6,1,0.8058620095252991,0.10670652240514755,0.05739973857998848,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-133505,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,4,holdout,307,7,1,0.7944377660751343,0.31731534004211426,0.04475892707705498,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-131233,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,5,tune,602,2,2,0.7909433841705322,0.2013273388147354,0.060609862208366394,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-132840,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,6,holdout,222,2,2,0.7621518969535828,0.16286782920360565,0.060486335307359695,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-130816,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,7,tune,55,15,3,0.7480136752128601,0.1657072752714157,0.059847693890333176,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-125841,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,8,holdout,46,6,3,0.7445470094680786,0.19893096387386322,0.047555744647979736,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-125841,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,9,tune,654,14,4,0.7442514896392822,0.14891548454761505,0.06427939981222153,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-133048,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,10,holdout,866,6,4,0.728837251663208,0.41579321026802063,0.04224664717912674,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-134235,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,11,tune,757,17,5,0.7184539437294006,0.18302085995674133,0.06621064245700836,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-133610,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,12,holdout,957,17,5,0.716157078742981,0.19338029623031616,0.06536713987588882,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-134642,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,13,tune,785,5,6,0.709794819355011,0.18532288074493408,0.07221719622612,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-133819,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,14,holdout,273,13,6,0.707319438457489,0.17032338678836823,0.06939864158630371,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-131025,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,15,tune,778,18,7,0.6975668668746948,0.24758119881153107,0.04313131049275398,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-133714,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,16,holdout,655,15,7,0.6972474455833435,0.139480859041214,0.06353894621133804,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-133048,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,17,tune,215,15,8,0.6940211057662964,0.2042730450630188,0.06095266342163086,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-130712,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,18,holdout,424,4,8,0.6910485029220581,0.2864510715007782,0.04463488608598709,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-131901,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,helmholtz,19,tune,321,1,9,0.6895034909248352,0.16820231080055237,0.050061386078596115,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-131337,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_id.mat
id,helmholtz,20,holdout,344,4,9,0.6890904903411865,0.16226501762866974,0.055121421813964844,outputs/MAIN1000_100_TEST_id/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-131442,320000000.0,0.03,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/helmholtz_id.mat
id,darcy,1,tune,672,12,0,0.5420024991035461,0.07769332826137543,0.8072500228881836,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143400,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,2,holdout,574,14,0,0.5085926651954651,0.07397870719432831,0.7678931951522827,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143009,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,3,tune,586,6,1,0.5046485662460327,0.055864427238702774,0.8606240749359131,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143055,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,4,holdout,627,7,1,0.48670920729637146,0.06716211140155792,0.8489193916320801,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143227,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,5,tune,363,3,2,0.4866374135017395,0.060143664479255676,0.7139069437980652,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-142227,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,6,holdout,108,8,2,0.4821303188800812,0.06764554977416992,0.6629477143287659,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-141226,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,7,tune,676,16,3,0.4807784855365753,0.09171051532030106,0.970299243927002,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143400,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,8,holdout,241,1,3,0.47271764278411865,0.057600297033786774,0.8196617960929871,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-141750,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,9,tune,894,14,4,0.4696701169013977,0.074043408036232,0.7550064325332642,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-144229,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,10,holdout,831,11,4,0.46831488609313965,0.05906081199645996,0.6283329725265503,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-144009,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,11,tune,317,17,5,0.46461692452430725,0.059917617589235306,0.7367121577262878,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-142009,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
